molecule,fruity odor
CCC1=CC=CO1,false
CSCCC=O,false
CCOC(=O)C1CCCCC1,true
CCCCC1CCCC(=O)O1,false
CC(C)C12CCC(=C)C1C2,false
CCCCCC(C=C)O,false
CC(CCO)CC(C)(C)C,false
COCCC1=CC=CC=C1,false
CC(=O)CCC1=CC=C(C=C1)OC(=O)C,true
C1=CC=C(C=C1)OCC(=O)O,false
CC(CCCC(C)(C)OC)CC=O,false
CC1C(=O)C(=C(O1)C)O,true
CSSSC,false
CC(=C)CC(=O)C,false
CCCCCC1=CC=CO1,true
CCCCCCCC1=CC=CO1,false
CCOC(CC(C)C)OCC,true
CCCC(=O)C(=O)C,true
CCCSC,false
CCOC(=O)C(C)(C)C,true
COC1=C(C=CC(=C1)C(=O)OC)O,false
CCCCCCC(C)O,false
CCCCCCCC(=O)OCC=C,true
CC1=CC2=CC=CC=C2O1,false
CCCC(=O)OC1=CC=CC=C1,true
CCCCCCC1OCC(O1)C,true
C1CCC(CC1)OC=O,true
C1CCC2C(C1)CCC(=O)O2,false
C1=COC(=C1)CSSCC2=CC=CO2,false
C1CCC(CC1)CCO,false
CCCCC1=CC=CO1,true
CC(C)C1CCC(CC1)O,false
CC(CCC=C(C)C)O,false
COC(=O)C1CCCCC1,true
CCC1=CC=C(C=C1)C=O,true
CCCC(C=C)O,false
CCCCCC1=CC=CS1,true
C1CCC(C1)C2CCCC2=O,true
CCCCC(C=C)O,true
CCC1=C(C(=O)C=CO1)O,true
CC(=O)CCCCCC=C,true
CC(=CCOC(=O)C1=CC=CC=C1)C,true
C1CCC(CC1)CC(=O)O,false
CCCCCCOC(C)OCCCCCC,true
CC(CC=O)CC(C)(C)C,false
CCCCCCC(=O)OCCCC,true
CCCCCCCC(=O)OC(C)C,true
CCOC(=O)CCS,true
CC(=O)CCC1=CC=C(C=C1)O,true
C1C(OC(O1)CC2=CC=CC=C2)CO,false
CC1=NC=CN=C1C,false
CC1(CCC(O1)C(C)(C)O)C=C,false
CC1=CCC(CC1)C(=C)C,false
CCCSSSCCC,false
CCCC(C)O,false
CCCCCCCCCCC(=O)C,true
CC(=O)OCCOC1=CC=CC=C1,true
CCCCCCOC(=O)C1=CC=CC=C1O,true
CCCCCCCCCCCCOC(=O)C(C)O,true
CCCCCCOC(=O)CCCCC,true
CSCCSC,false
CCCCCCOC(=O)C1=CC=CC=C1,false
C1=CSC(=C1)SSC2=CC=CS2,false
CCCCCC(=O)OCC1=CC=CC=C1,true
CC(C)OC(=O)CCCCC(=O)OC(C)C,true
CC(=CCCC(C)(C=C)OC(=O)C1=CC=CC=C1N)C,false
COC1=CC=CC=C1S,false
CCC(C)C(=O)OCC,true
CCCCOC(=O)C(C)OC(=O)CCC,true
CC(C)C(=O)C(=O)C,true
C=CCOC(=O)COC1=CC=CC=C1,true
CCOC(=O)CC(C(=O)OCC)O,true
CCCCOC(=O)C1=CC=CC=C1N,true
CC1CCC(CC1=O)C(=C)C,false
C1CCC(CC1)OC(=O)C2=CC=CC=C2N,true
CCCCCCCCCC(OC)OC,true
CC(C)COC(=O)C1=CC=CC=C1N,true
CCCCCCC(=O)OCC(C)C,true
CCCCCCC(C)C=O,false
CC1CCC(C(C1)O)C(=C)C,false
CCOC1=CC=C(C=C1)C=O,false
COC1=C(C=CC(=C1)CC=C)OC=O,false
CCCCCCOC(=O)C(C)CC,true
CCC(C)N,false
CCCC(=O)OC(C)(C)CC1=CC=CC=C1,true
CCOC(=O)C1CC2CC1C=C2,true
COC1=C(C=CC(=C1)CC=C)OC(=O)CC2=CC=CC=C2,false
CCCCCCCCCCCCC=O,false
CCCCC(=O)C(C)C,true
C=CCCCCCCCCO,false
CCC1=NC=C(N=C1)C,false
CCC1=NC(=CN=C1C)C,false
CC1=CCC2C(C1)C2(C)C,false
CC(C)(C)C1CCCCC1O,false
CC(C)CC(=O)C(=O)C,true
CCC1=NC=CN=C1,false
CCC1=NC(=CN=C1)C,false
CC1=NC=CN=C1CC(C)C,false
CCC1=NC=C(N=C1C)C,false
CC1=CN=C(C=N1)C=C,false
CC1(C(CCC(O1)(C)C=C)O)C,false
CC1=CN=C(C(=N1)C)C,false
CC1(CCCC2(C1=CC(=O)O2)C)C,true
CCC1=NC(=CS1)C,false
CCC1=NC=CN=C1C,false
CCC1=NC=CN=C1CC,false
CCC1=CN=C(C(=N1)C)C,false
CC1CCOC(C1)C=C(C)C,false
CC1CCC(C(C1)OC(=O)C)C(C)C,true
CCCCCC(C=C)OC(=O)CCC,true
CCC(C)(C)C1CCC(=O)CC1,false
CCC1=NC=C(N=C1CC)C,false
CCC1=CN=C(C(=N1)CC)C,false
CC(CCCC(C)(C)O)C=C,false
CCCCCCCCC(C)C=O,false
C[C@H]1CCC[C@@]2([C@@]1(CCCC2)O)C,false
CC1=C(OC(=N1)C)C,true
CC1CCC(CC1OC(=O)C)C(=C)C,true
CC(C)CCCC(C)CCOC(=O)C,true
CC(=O)OCCC1CCCCC1,true
CC(=O)C1=NC=CN=C1,false
CC1=CN=C(C=N1)C(=O)C,false
CCCCOC(=O)CC1=CC=CC=C1,false
CC(=O)CCC1=CC(=C(C=C1)O)OC,false
CCC(=O)OCC1=CC=CC=C1,true
CCC(=O)OCCC1=CC=CC=C1,true
CC(=O)OCCCC1=CC=CC=C1,true
CC(=O)OC1=CC=CC=C1,false
CC(=O)CC1=CC=C(C=C1)OC,true
C1=CC=C(C=C1)CCCO,true
C1=CC=C(C=C1)OCCO,false
CCC1=CC=C(C=C1)O,false
COC1=CC=C(C=C1)C=O,true
CCCC(C)C=O,true
CCCC(=O)CCC,true
CCOC(=O)CCC(=O)OCC,true
CCCCCCCCC(=O)OCC,true
CC1=CN=C(C=N1)C,false
CC(C)CCO,true
CC1OC(OC(O1)C)C,true
CCCCCC(=O)OCC,true
CCCCCC(=O)OCC=C,true
CCCCOC(=O)C,true
CC(C)CCOC(=O)C,true
CCCCCCCCCCCCCCCCCC(=O)OCCCC,true
CCCCCCCCCCCCCC(=O)OCC,false
CCCCCCCCCCCCCC(=O)OC,false
CCCCCCCCC=O,false
CCCCCCCCCCCCCC=O,true
CC(=CCCC(C)(C=C)OC(=O)C1=CC=CC=C1)C,true
CC1(C2CC=C(C1C2)CCO)C,false
CCC(=O)OCCOC1=CC=CC=C1,true
CC1SC(SS1)C,false
CC1=NC=CN=C1C(=O)C,false
CC1NCCS1,false
CC(C)CC1=NC=CN=C1OC,false
C(CC(=O)O)[C@@H](C(=O)O)N,false
CCC1=NC=CN=C1OC,false
CC(C)C1=NC=CN=C1OC,false
CC1=CC=CC=C1OC,false
CC(S)S,false
CCCCCC1=CC=CC(=O)O1,false
CCC=CCCC=CCO,false
CC1=C(C=CO1)S,false
CC(C)C1=NC=CN=C1,false
CC1CCC(C(=O)C1)C(=C)C,false
CCCSSCC,false
CCCCCCCCCC(=O)OCCCC,true
CCC(=O)C1CC(CC=C1C)C(C)C,false
CC1=CCCC(C1CCC(=O)C)(C)C,true
COC1=CC(=CC(=C1O)OC)C=C,false
CC(=O)OC1CCC(CC1)C(C)(C)C,true
CCC1=CN=C(C(=N1)C)CC,false
C1CCC2=NC=CN=C2C1,false
CCC=CCCOC(=O)CC(C)C,true
CCCCCCCCCCCCCCCCOC(=O)C(C)O,false
CC(C(=O)C)S,false
CCCCCCCCCCCCCCC(=O)OCC,false
CCCCCCCCC(=O)OCCCC,true
CC(=O)OCCCCCCCCC=C,false
CCCCCC1CC=CC(=O)O1,true
CCC1=C(N=CS1)C,false
CC1=CC(=C(O1)C)S,false
CC1=CC(=C(O1)C)SC(=O)CC(C)C,false
CC(CCOC(=O)C)CC(C)(C)C,true
CCCCCCCC(=O)OC1=CC=C(C=C1)C,false
CCCC(C)OC(=O)CCC,true
CCCSSC1=C(OC=C1)C,false
CC1=C(C=CO1)SSC,false
CC(=CCOC(=O)C1=CC=CC=C1O)C,false
CC1N=C(CO1)C,false
CC(C)CC(=O)OC1CC2CCC1(C2(C)C)C,true
CCOC(=O)C1=CC=C(C=C1)OC,true
CCCCC(=O)C(=O)C,false
CC(C)C(=O)OCCC(C)CCC=C(C)C,true
CC1=CC=C(C=C1)C(C)C=O,false
COC(CC1=CC=CC=C1)OC,false
CC1=CC=C(C=C1)OC(=O)CC2=CC=CC=C2,false
CC(C)COC(=O)CC1=CC=CC=C1,true
C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2,false
CC(C)C(=O)OCCOC1=CC=CC=C1,true
CC1=CC=C(C=C1)CC=O,true
CC(=O)CCC1=CC=C(C=C1)OC,true
C1=CC=C(C=C1)CCCOC=O,false
C1CCCCCC(=O)OCCOC(=O)CCCCC1,false
CCCCCCCCCCCC(=O)OCCCC,true
CC(CCC=C(C)C)C=O,false
CC(=CC=O)C,true
CCCCCCCCOC(=O)C(C)C,true
CCCCOC(=O)CCCCCCCCC=C,true
CCCCCCCCOC(=O)CCC,true
CCCCCCCCCC(C)C=O,true
CC(=O)OCCCCCCCCCC=C,true
CC(=CCCC(C)(C=C)OC=O)C,false
CC1=C(C(CC=C1)(C)C)C=O,false
CC1=C(C(=CC=C1)C)S,false
CC(C)COC(=O)C1=CC=CC=C1,true
CCCCCCCCOC(=O)CC1=CC=CC=C1,true
CCC(=O)OCCCC1=CC=CC=C1,true
COC1=CC=C(C=C1)COC=O,true
CC(C)C(=O)OCCC(C)CCCC(=C)C,true
CC(CCCC(=C)C)CCOC=O,true
CCCC(=O)OCCC(C)CCCC(=C)C,true
CCCCCCCCOC(=O)CC,true
CCC(=O)OC(C)(CCC=C(C)C)C=C,true
CC1=C(C(CCC1)(C)C)CC=O,true
CC1(CC2C1CCC3(CCCC2(C3)O)C)C,false
CC1=CC(C2CC1C2(C)C)O,false
CC1(C2CC=C(C1C2)C=O)C,false
CCCCOCC1=CC=CC=C1,true
CCCCC(=O)OCCCC,true
C=CCCC(=O)O,false
COC1=CC=CC=C1C(=O)OC,true
COC1=CC=CC=C1C=C,false
CC(=O)OC1=CC=CC=C1OC,false
CC1=CC=CC=C1OC(=O)C2=CC=CC=C2O,false
CCC(=O)OCC1=CC=CO1,true
CCCC(=O)OCC1=CC=CO1,true
CCSC(=O)C,true
CCCCCCOC=O,true
CCC(=O)OCC1CCCO1,true
CCCC(=O)OC(C)C,true
CCCCCCCC(=O)OCCCCC,true
CC1=C(SC=N1)CCOC(=O)C,false
CCC1C(=C(C(=O)O1)O)C,true
CC1=CC(=C(C=C1)C=O)O,true
CCCC(CC1=CC=CC=C1)O,false
CCCCCCC1CCCC(=O)O1,true
CC1CCC(=O)C1=O,false
CC(=O)OC1=C(C=C(C=C1)C=O)OC,false
CCCCCCC(=O)CC,true
CC(=O)C1=CC=CN1C,false
C1CSCC1=O,false
CCC(=O)C1=CC=CN1,false
CSC1=CC=CC=C1O,false
CC1=CCOC(C1)C=C(C)C,false
C=CCOC=O,true
CC(C)SCC1=CC=CO1,false
CC1=CCC(C1(C)C)CCO,false
CC(CCC=C(C)C)CC(=O)OC,true
CCCC(CC(=O)OCC)O,true
CCCCCCCCOC(=O)CCCCCCC,true
CCCSC(=O)C,false
CC(C)CCOC(=O)CC(=O)C,true
CC(CCC1=CC=CC=C1)O,true
CCCCCCCCCCCCCC(=O)C,true
CCCCCCCOC(=O)C(C)C,true
CCC(=O)OCC=C,true
CC1C(=O)C(=C(O1)C)OC,true
COC1=CC=CC=C1OC(=O)CC2=CC=CC=C2,false
CC1C(=O)C(=C(O1)C)OC(=O)C,true
C=CCOC(=O)C1=CC=CO1,true
C1=CC=C2C(=C1)C=C(O2)C=O,true
CCCCCCCC(=O)OCCCCCCC,true
CCCCCC(=O)C=C,false
CC(C)C1=CC=C(C=C1)CC=O,false
CCCCC1C2=CC=CC=C2C(=O)O1,false
CC1=CC(=O)[C@@H](CC1)C(C)C,false
CCC(=O)OC1CCCCC1,true
CCCCCC(=O)OCCC1=CC=CC=C1,true
CCCCCCCCCCCC(=O)OCCC(C)C,false
COC1=C(C=C(C=C1)C=C)OC,true
CC(CCC=C(C)C)CCOCC=O,false
CC(=C(C)C(=O)OCC1=CC=CC=C1)C,true
CCCOC(C)OCCC1=CC=CC=C1,false
CCCCCCCCC(=O)C(=O)C,false
C=CCOC(=O)CCCC1CCCCC1,true
C=CCOC(=O)CCCCCC1CCCCC1,true
C=CCOC(=O)CCCCC1CCCCC1,true
CCC(CC)C(=O)OCC=C,true
CCCCCCCCC(=O)OCC=C,true
C=CCCCCCCCCC(=O)OCC=C,true
CCCCCCC(=O)OCCCCC,true
CCCCC(=O)OCCC(C)CCC=C(C)C,true
CCC(=O)OCC1=CC=C(C=C1)OC,true
CCCCC(=O)O[C@@H]1CC2CCC1(C2(C)C)C,true
CCCCCCCC(OC)OC,false
CCCCCCCCCCCC(=O)OC1=CC=C(C=C1)C,false
CCCCCCCC(=O)OC(C)(CCC=C(C)C)C=C,true
CC(C)C(=O)OC(C)(C)CCC1=CC=CC=C1,true
CCCC(=O)OC(CC)C1=CC=CC=C1,true
CCC(CC)COC(=O)C,true
CCOC(=O)CCC1=CC=CO1,true
CCCCCCC#CC(=O)OCC,false
CCOC(=O)CCCC1=CC=CC=C1,true
CCCCCCC(OC)OC,true
CCCCCCOC(=O)CC(C)C,true
CCCCCCC1CC(CO1)OC(=O)C,true
CC(C)(CC1=CC=CC=C1)OC=O,false
CCOC(=O)CCC1CCCCC1,true
CCC(C)(CCC1=CC=CC=C1)O,true
CC(CCC1=CC=CC=C1)OC(=O)C,true
C1=CC=C(C=C1)CCCCCO,false
CCCCCCCCC#CC(=O)OC,true
CC1=CC(=C(O1)C)C(=O)C,false
CCOCC1=CC(=C(C=C1)O)OC,false
CCOC(=O)CCSC,true
CC1CC(=O)C(=O)C1C,false
CC1CC(C(=O)C1=O)C,false
COC(=O)CCSC,true
CC1=C(SC(=N1)C)C,false
CCC(=O)CSC,false
CC1=CC=C(O1)SC,false
CC(C)CC(=O)OCC1=CC=CO1,true
C1=COC(=C1)CSCC2=CC=CO2,false
CC(=O)SCC1=CC=CO1,false
COCC1=CC=CO1,false
CSC(=O)C1=CC=CO1,false
CC1=CC=C(S1)C=O,true
CC1C(=O)CCS1,true
CC(=C)C1CCC(O1)(C)C=C,false
CC1=C2C(=CC=C1)N=CC=N2,false
CC1=CN=C(C=N1)C(C)C,false
CC(C)CC1=CN=CC=C1,false
CCCCCC(=O)C1=CC=CO1,true
C=CCCCCCCCC(=O)O,true
CC1=CCC(CC1)C(C)(C)OC(=O)C2=CC=CC=C2N,true
CCC(C)C1CCCCC1=O,false
CC(=C)C1CCC(=CC1)COC(=O)C,true
CC1=CCC(CC1)C(=C)COC(=O)C,true
CC1=CSC(=N1)C(C)C,true
CCOC1=NC=CS1,false
CCCCOC(=O)C(C)CC,true
CC1=CC(=C(C=C1)C=O)C,false
CCC(CS)S,false
CCCCCCCC1CC=CC(=O)O1,false
CCCCCCC1CCCCC(=O)O1,true
CC(CC=O)SC,false
CC(C)CC(=O)OC(C)C,true
CCC1=NC=CN=C1C(=O)C,false
CC(=O)CCSC,false
CSSSCC=C,false
CC1=CC2=CC(=O)CCC2CC1,true
CC(=O)CCS,false
CC(=C1CCC2(C(C1=O)O2)C)C,false
C1=CN=C(C=N1)CCS,false
CC1=NC=C2CSCC2=N1,false
CC1CCC2(O1)C(=CCCC2(C)C)C,true
CC1=CC=CC=C1OC(=O)C(C)C,true
CCCCC(=O)OCC1=CC=CO1,true
CC=C(C)C(=O)OCC1=CC=CC=C1,false
CC1=NC=C(S1)OC,false
CCNC1=CC=CC=C1C(=O)OCC,true
CC1CCC(C(=O)C1)C(C)(C)S,true
CCCCCCOC(=O)C1=CC=CO1,true
CCCCCCCC(=O)OCC1=CC=CO1,true
CCN1C=CC=C1C(=O)C,false
CC(=O)CCSCCC(=O)C,false
CCCCCCCC1CC(OC1=O)C,true
CCC(=O)SCC=C,false
CC(=CC(=O)OCCC1=CC=CC=C1)C,false
CSCCCC=O,false
CCOC(=O)C1=C(OC=C1)C2=CC=CC=C2,true
CC(=O)C1(CCCCC1)OC(=O)C,true
CCOC(=O)C(C)CC=C,true
CCC1=NC(=C(O1)C)C,false
CC(C(C)S)O,false
CC(C(C)SC(C)C(C)S)O,false
CC1=CC=C(C=C1)OC(=O)CC(C)C,false
C[C@@H]1CC[C@@H]([C@@H]1C=O)C(=C)C,true
CC(=O)CCC1=CC2=C(C=C1)OCO2,true
CC1(CSC(CS1)(C)O)O,false
CC(C)C1=CCC(CC1)C(=O)O,false
CC1C(CCO1)S,false
CSSCC1=CC=CO1,false
CCC(=O)SCC1=CC=CO1,false
C1=COC(=C1)CSC=O,false
C1=CN=C(C=N1)CS,false
CCCCCC(CO)C(=O)C,false
CCOC(=O)C(C)C=C=C,true
CCCCC(=O)C(CCC)SC1=C(OC=C1)C,false
CC1=C(C=CO1)SC(C(C)C)C(=O)CC(C)C,false
CCCCCC(=C)C(=O)C,true
CCC(C(=O)C)S,false
CCCC(=O)OC(C)(CCC=C(C)C)C=C,true
CC(C(=O)O)S,false
CCC(=O)OC(C)(C)C1CCC(=CC1)C,true
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2O,false
CCOC(=O)C(C(C(=O)OCC)O)O,true
CC(=O)OC1CCCCC1C(C)(C)C,true
CC(C1=CC=CC=C1)C(OC)OC,false
COC1=C(C=CC(=C1)CO)O,false
CC1CCC(OC(=O)C1)C(C)C,false
CSCCCN=C=S,false
COC1=C(C=CC(=C1)CC=C)OC(=O)C2=CC=CC=C2,false
CC1=CC(=O)CC(C1=O)(C)C,false
COC(C1=CC=CC=C1)OC,true
CCCCCC1=C(CCC1=O)C,true
CC1COC(O1)(C)C,true
CC1=CC=C(C=C1)C(=C)C,false
CCCC(C)S,false
CCCCCOC(=O)CCCC,true
CSSCC=C,false
CCCC(=O)SC,true
CCC(C)COC(=O)CC(C)C,true
C=CC1=CC=C(C=C1)O,false
CCC1=CC(=C(C=C1)O)OC,false
CCC(CC1=CC=CC=C1)C(=O)OCC,true
CCC(C(=O)C)O,false
C1CC(OC1)CCCC2=CC=CC=C2,true
CC1=C(SC=N1)C,false
CCC(=O)C(=O)CC,false
CC(C)OC(=O)CC1=CC=CC=C1,false
CCCCCCCCCCCC(=O)OCCCCC,false
CCOC(=O)CC(C)O,true
CCCCCCOC(=O)C(C)(C)C,true
CC(C)CC(=O)OCCCC1=CC=CC=C1,true
CC(C)C(=O)OCC1=CC2=C(C=C1)OCO2,true
CCCCC1CCCCC(=O)O1,true
CCCCCCCOC(=O)CCC,true
CC(C)C1=CC=C(C=C1)CCC=O,true
CC(C)CC(CC1=CC=CC=C1)O,false
CC(C)CC1=NC=CS1,false
CCC1=C(C(=O)CC1)O,false
CC1C(=C(C(=O)O1)O)C,false
CCCCOC(C)OCCC1=CC=CC=C1,false
CC(=C)C1=NC=CN=C1,false
CCCCC1C(CC(=O)O1)C,false
CCCCCCCCOC(=O)C1=CC=CO1,false
CCCC(C)C(=O)OCC,true
CC(C)CC(C(=O)OC)O,true
CC(CCC1=CC=CC=C1)C=O,false
CCC1CCC(O1)CC,false
CC(CC1=CC2=C(C=C1)OCO2)C=O,false
CCC(=O)C1=NC=CS1,false
CC1=CCC(CC1)(C)C(=O)C,true
CCCC(CCO)SC,false
COC(=O)CCCSC,true
CCC1CC(=C(C1=O)O)C,false
C[C@@H]1CC[C@@H]2[C@]13CC[C@@]([C@H](C3)C2(C)C)(C)O,false
CSCC=C,false
CCCCC(=O)OCC(C)C,true
CCOC1=CC2=C(C=C1)C(=CC(=O)O2)C,false
CCC(=O)OC1=C(CCC1=O)C,false
CC1=CC2=C(C=C1)NCCC2,false
CCCCCCCCOC(=O)C1=CC=CC=C1,true
CCCCCCC1=CCCC1=O,true
CCCOC(C)OCCC,true
CCCCCCC(=O)OCCC(C)C,true
CCOC1=C(C=C(C=C1)C=O)OC,false
CC1=CC(=CC=C1)OC(=O)CC2=CC=CC=C2,false
CCCCC(=O)OCCC,true
C1SSCSSS1,false
CC1=CC[C@@H](CC1)C(=C)CCC=C(C)C,false
C=CCC1=CC=C(C=C1)O,false
CC(=CC(=O)C(C)(C)C=C)C,false
CC(=O)N1C=CC2=CC=CC=C21,false
CC(=O)C1=CC=CC=C1OC,false
C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)O,true
CC(C)CN=C=S,false
CCCOC(=O)C1=CC=CC=C1O,true
COC1=CC=CC=C1CO,false
CCC(CC)S,true
CCCC1=CC=CC=N1,false
CCCCCC(=O)CCCC(=O)O,false
CCCCCCCOC(=O)CCCCCC,true
CCCCCCCC(=O)OCCC,true
CC(=O)CCC(=O)OC,true
CCCCCN=C=S,false
C1=CSC(=C1)CO,false
CC(C)C1=CC=CC=N1,false
COC1=CC(=C(C=C1)C=O)O,false
CCOC(C1=CC=CC=C1)OCC,false
C=CCCCCO,false
CCCCCCCCC1=CC=CS1,false
CC(C)(CC1=CC=CC=C1)C=O,false
CCCCCCOC(=O)CCCC,true
CC(C)C(=O)OC1CCCCC1,true
CCCCCCC1=CC=CC=N1,false
CC(C)COC(CC1=CC=CC=C1)OCC(C)C,false
CCC1=CC=C(C=C1)OC,false
CC(=O)SC,false
CCCCC(=O)OC1CCCCC1,true
CCCCC1=CC=CS1,true
CCOC1=CC=C(C=C1)C,false
CCCCCOC(=O)C1=CC=CO1,true
CC(=O)OCCCC=C,true
CCCCCC(OC)OC,false
COC1=CC=CC=N1,false
CCOC1(CCCCC1)OCC,true
CCC1=CC=C(O1)C,false
CC1=CC=C(C=C1)OC2=CC=CC=C2,false
CCOC(=O)CCC=C,true
CCCCC(=O)OCCC(C)C,true
CC(C)CCSSCCC(C)C,false
C1=CC=C(C=C1)OCC=O,false
COC1=CC=C(C=C1)C(OC)OC,false
CC1=CC=C(C=C1)COC(=O)C,true
CC(C)N=C=S,false
CCCCCCCCCC(=O)OCCC(C)C,true
CCCCCCCCCC(=O)OCCCCCCCC,true
C[C@H](CCC=C(C)C)CC=O,false
C1CCC(CC1)OC(=O)C2=CC=CC=C2,true
C=CCSSSSCC=C,false
CCCCCOC(=O)C(C)C,true
CC1=C(C=CS1)S,false
CC1=NC=CN=C1SC,false
CC1=CC(=CC(=C1)OC)O,true
C1=CC=C(C=C1)CCCCO,false
C=CCCN=C=S,false
CC1=NC=CS1,false
CCSSSCC,false
CCCCCC(OCC)OCC,true
CCCCCCCCSC,true
CC1=CC=CC=C1SSC2=CC=CC=C2C,false
CSCCCN,false
C(C=O)S,false
CC1=CN=C(S1)C,false
C=CC1=NC=CN=C1,false
CC(C)SSC(C)C,false
CCCCCCN=C=S,false
C1=CC=C(C=C1)CCS,false
CCC(C)N=C=S,false
CSCCCCN=C=S,false
CCOC(=O)CSC,true
CCCC1=CN=CC=C1,false
CC1=CC(=C(C(=C1C(=O)OC)O)C)O,false
CCCCCCOC,true
CCCCC1=CC=CC=N1,false
CC(=C)CCOC(=O)C,true
CSCCO,false
CCCCC(=O)OC1CC(CCC1C(C)C)C,true
CC1=C(C(=O)C(CC1)C(C)C)O,false
CCC(C(=O)C)C(=O)OCC,true
CC(C)CCN=C=S,false
CC1=CSC=C1C,false
CCCCOC(C)OCCCC,true
C(CCS)CS,false
CC1(COC(OC1)(C)C2=CC=CC=C2)C,false
CC(C)COC(=O)CCCCCCCCC=C,true
CCCCCCCCCCOC=O,true
CCCCCCCOC(=O)CCCC,true
CCCCC(=O)OCCCC1=CC=CC=C1,true
CCCCCCC(=O)OCCC1=CC=CC=C1,false
CCCCCCCCCCCOC(=O)CCC,true
CCCCCCCC(=O)OCC(C)C,true
COC1=CC=C(C=C1)CC=O,false
C1CC=NC1,false
CSSSSC,false
CCCCCC(C)OC(=O)C,true
CSC(=O)C1=CC=CC=C1,true
CC(C)SSSC(C)C,false
CC(=O)OC1CCCCCCCCCCC1,true
CCCCCCCCCCCCOC(=O)CC,true
CCCCCC(=O)OC1CCCCC1,true
C1=CSC(=C1)CS,false
CC(C)C(=O)OCC1=CC=CO1,true
CCOCC1=CC=CO1,false
CCOC(CC1=CC=CC=C1)OCC,false
CCCCC(=O)OCC=C,true
CC1=C(C=C(C=C1)C(C)C)OC,false
CCOC(=O)CC1(OCCO1)C,true
CCCCCCCCC(=O)OCC1=CC=CC=C1,false
CCCCCCCCC(=O)OCCC,true
CCCCCCCCC(=O)OCCCCCC,true
CC1=CC(=C(C=C1)OC)C,false
C[C@@H](CCCC(=C)C)CCO,true
CC(=O)CCC(=O)OCC1=CC=CC=C1,true
CCCCCCCOC(=O)CCCCC,true
CCOC(=O)C1=CC=CC=C1OC,true
CC(=O)CC(C)(C)C1=CC=CC=C1,false
CCCCC(=O)OCCC1=CC=CC=C1,true
C1=CSC=C1S,false
C[C@@]12CC[C@@H](C1)C(C2=O)(C)C,false
CN(C)C1=CC=CC=C1C(=O)OC,true
C1=CC=C(C=C1)CCOC(=O)CCO,true
CC(C)CC(CC(C)C)OC(=O)C,false
CCCCCCCC(=O)OCC1=CC=CC=C1,true
CCCCC(=O)OCC1=CC=CC=C1,true
CCCCCCCCCC(=O)OCCCCCC,true
CCCCOC1=CC2=CC=CC=C2C=C1,true
CC(C)CCOC(C)OCCC(C)C,true
CC(C)CCCC(C)(C)O,false
CCOC(C1=CC=CO1)OCC,true
CC1=C(SC=C1)C(=O)C,false
CC1=CC=C(S1)C(=O)C,false
CCCC=CC(=O)CC,true
CSSC1=CC=CC=C1,false
CCCC(=O)OC1=CC=C(C=C1)C,true
CCCCCCCCCCCC(OC)OC,false
CC1=C(OC=C1)CC=C(C)C,false
CCC1=NC=CS1,false
CCC1=CN=C(S1)CC,false
CCCC1=NC=CN=C1C,false
CC(=O)OCCCSC,false
CCCC(=O)OCCCSC,true
CCOC(CCSC)OCC,false
COC(=O)CSC,true
CC1C(=O)C=C(O1)C,true
CC1=CCC(CC1)C(C)(C)OC,false
CCC1(CC(=O)C(=C(C1C)C)C)C,true
CCC(=O)OC1CC2CC1C3C2C=CC3,true
CC1COC(O1)CC(C)C,true
CCC(C)(CCC=C(C)C)O,false
CCC(C)CCCC(C)(C)O,false
CC1=CCC(CC1)C(C)CO,true
CCCCCC1COCCC1OC(=O)C,false
CC(C)CCOC(=O)C(C)O,true
CCCC1=NC=CS1,false
C=CCCCN=C=S,false
CCCC1=NC=CN=C1,false
CCCCC(=O)OC(C)C,true
CCSCCCO,false
CCCCCCC1=CC=CS1,true
CCCCCCCCC(OC)OC,false
CC(CCC=C(C)C)OC(=O)C,true
CC(=O)CC(C)(C)S,true
CCCCCCOC(=O)CC,true
CCCCCC(CC)OC(=O)CCC,true
CC(C)C1=CC(C(CC1)(C)C=C)C(=C)C,false
CCCC(CC(=O)OCC)OC(=O)C,true
CCCCCC1C=CC(=O)O1,true
CCCCCCC(C=C)O,false
CC(C)CC(=O)SC,false
CCCCCC(CCO)O,false
CCOC(=O)C(C)SSC,true
CC1(C2CCC(C1C2)(C)S)C,true
CC(=O)C1CCCC(C1)(C)C,false
CC(=C)C1CCC2(C(C1)O2)C,true
CC1(C2CC1C3(C(C2)O3)C)C,false
CC(C)(CCCC1=CCC(CC1)C=O)O,false
CCCCCCCOC(=O)CC(C)C,true
CC(C)CCOCCC1=CC=CC=C1,false
CCC=CC=CC=CC=O,false
CC(=C)[C@@H]1C[C@@H](CC[C@@]1(C)C=C)C(C)(C)O,false
CC(C)C1CCC(=O)C=C1,false
CC(C)COC(=O)C(C)O,true
CCCOC(=O)C(C)O,false
CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,false
CC1(C2CCC3(C1C2)CO3)C,false
C[C@@H]1CC[C@H]([C@H]2[C@]13[C@@H]2C(=C)CC3)C(C)C,true
CCC1=C(C(=O)C(O1)C)O,true
CC(=CCCC1=CCC(CC1)C=O)C,false
CSCSSC,false
